id	date_reviews	rating	course_id	reviews	reviews_transl	reviewers	lang
3929	Mar 03, 2019	5	ai-for-everyone	Excellent course for the non-technical minded. Avoid if you are a tekkie	Excellent course for the non-technical minded. Avoid if you are a tekkie	By Fritz S	en
3930	Sep 30, 2020	5	ai-for-everyone	This is a very good course for people who don't have any idea about AI.	This is a very good course for people who don't have any idea about AI.	By Emerald B A	en
3931	Aug 27, 2020	5	ai-for-everyone	The course is really great, it was for me a very good insight about AI.	The course is really great, it was for me a very good insight about AI.	By Claudio C	en
3932	Aug 18, 2020	5	ai-for-everyone	Andrew Sir just rocked it. He explained topics clearly and interesting.	Andrew Sir just rocked it. He explained topics clearly and interesting.	By Tharani P L	en
3933	Aug 11, 2020	5	ai-for-everyone	Learned AI technology, can be usefull for implementing in routine work. 	Learned AI technology, can be usefull for implementing in routine work.	By Sujit D	en
3934	Aug 09, 2020	5	ai-for-everyone	It was really a good course to start learning with and knowing about AI  	It was really a good course to start learning with and knowing about AI	By Shankar K J	en
3935	Aug 02, 2020	5	ai-for-everyone	Clear explanation on complex conceptions, with good examples and facts.	Clear explanation on complex conceptions, with good examples and facts.	By Jin Y	en
3936	Jul 28, 2020	5	ai-for-everyone	Very helpful course materials, the lecture is informative and inspiring	Very helpful course materials, the lecture is informative and inspiring	By Celia Z	en
3937	Jun 24, 2020	5	ai-for-everyone	I got basic idea related to basic principles of AI through this course.	I got basic idea related to basic principles of AI through this course.	By Sanket K	en
3938	Jun 18, 2020	5	ai-for-everyone	This course provides an excellent introduction to AI and deep learning. 	This course provides an excellent introduction to AI and deep learning.	By Aditya S	en
3939	Jun 05, 2020	5	ai-for-everyone	It is really a outstanding course..learn a lot about AI and much more.. 	It is really a outstanding course..learn a lot about AI and much more..	By Saikat D 	en
3940	May 19, 2020	5	ai-for-everyone	good course learnt a lot, though im a student, will be hlpful in future	good course learnt a lot, though im a student, will be hlpful in future	By Saurav K B	en
3941	May 15, 2020	5	ai-for-everyone	Got to know about basics and scope of research by efficient Instructor.	Got to know about basics and scope of research by efficient Instructor.	By Sri M S P K P	en
3942	May 09, 2020	5	ai-for-everyone	It's really wonderful platform to learn courses.i was really satisfied.	It's really wonderful platform to learn courses.i was really satisfied.	By venkata g b	en
3943	May 03, 2020	5	ai-for-everyone	Very easy to follow and understand, great teacher!Thanks for helping me	Very easy to follow and understand, great teacher!Thanks for helping me	By Philip G B	en
3944	May 02, 2020	5	ai-for-everyone	Good introduction to AI. The quality of lectures is high. Recommend it.	Good introduction to AI. The quality of lectures is high. Recommend it.	By Margarita M (	en
3945	Apr 28, 2020	5	ai-for-everyone	Its a great course for anyone who wants to know that what really is AI.	Its a great course for anyone who wants to know that what really is AI.	By Sardar W A	en
3946	Apr 24, 2020	5	ai-for-everyone	Very good course. Even non technical person is also easily understands. 	Very good course. Even non technical person is also easily understands.	By Anusha K	en
3947	Apr 17, 2020	5	ai-for-everyone	Very Simple, concise and informative. Great learning experience. Thanks	Very Simple, concise and informative. Great learning experience. Thanks	By Prashant K	en
3948	Apr 14, 2020	5	ai-for-everyone	Wonderfull course I have learned a lot from our great teacher Dr.andrew	Wonderfull course I have learned a lot from our great teacher Dr.andrew	By Merouane B 	en
3949	Apr 13, 2020	5	ai-for-everyone	This course gives to the point  knowledge of AI systems and technology.	This course gives to the point  knowledge of AI systems and technology.	By Sana A A	en
3950	Feb 22, 2020	5	ai-for-everyone	every detail and simple to understand for someone without AI knowledge.	every detail and simple to understand for someone without AI knowledge.	By Poh L S L	en
3951	Dec 13, 2019	5	ai-for-everyone	Highly informativeRight contentClear explanationGreat course to take-up	Highly informativeRight contentClear explanationGreat course to take-up	By Jayaprakash P K	en
3952	Dec 02, 2019	5	ai-for-everyone	Excelente el curso, Andrew verdaderamente digno de llamarse un Maestro.	Excellent course, Andrew truly worthy of calling himself a Master.	By Rafael A	es
3953	Jul 28, 2019	5	ai-for-everyone	important course for those who want to start with AI much thanks Andrew	important course for those who want to start with AI much thanks Andrew	By AmirAhmed	en
3954	May 23, 2019	5	ai-for-everyone	Excellent course. Easy to follow and packed full of useful information.	Excellent course. Easy to follow and packed full of useful information.	By Jon R	en
3955	May 20, 2019	5	ai-for-everyone	AI for Everyone. i think this is the best course...thank you Andrew Neg	AI for Everyone. i think this is the best course...thank you Andrew Neg	By jawwad s	en
3956	May 18, 2019	5	ai-for-everyone	This is very very good course for every student or every one and thanks  	This is very very good course for every student or every one and thanks	By Adnan A A	en
3957	May 10, 2019	5	ai-for-everyone	a good start for people who wan't to understand AI , Thanks for Andrews	a good start for people who wan't to understand AI , Thanks for Andrews	By Leon	en
3958	Apr 19, 2019	5	ai-for-everyone	Very happy with this course - Good tempo, great explanations, no fluff.	Very happy with this course - Good tempo, great explanations, no fluff.	By Robert C	en
3959	Apr 15, 2019	5	ai-for-everyone	Very well tuned to give a general overview of potentialities and limits 	Very well tuned to give a general overview of potentialities and limits	By Gianluca G	en
3960	Sep 12, 2020	5	ai-for-everyone	It was very informative and easily understandable. Highly recommended.	It was very informative and easily understandable. Highly recommended.	By Naila F	en
3961	Jul 24, 2020	5	ai-for-everyone	I am so happy to gain basic knowledge about AI here. Thanks a lot sir.	I am so happy to gain basic knowledge about AI here. Thanks a lot sir.	By Shravya N r 1	en
3962	Jul 18, 2020	5	ai-for-everyone	An excellent course by an excellent instructor.. very excited to learn 	An excellent course by an excellent instructor.. very excited to learn	By gnana p t	en
3963	Jul 18, 2020	5	ai-for-everyone	EXCELLENT INFORMATION ABOUT AI THANKYOU SIR FOR SHARING THE KNOWLEDGE.	EXCELLENT INFORMATION ABOUT AI THANKYOU SIR FOR SHARING THE KNOWLEDGE.	By Aditya B 	en
3964	Jul 09, 2020	5	ai-for-everyone	Very good information for layman. Great teacher, excellent explanation	Very good information for layman. Great teacher, excellent explanation	By Vineet	en
3965	Jul 09, 2020	5	ai-for-everyone	Very good introductory course for those willing to choose ai in future 	Very good introductory course for those willing to choose ai in future	By Ayyalasomayajula V V	en
3966	Jul 04, 2020	5	ai-for-everyone	This course gave me a overall view about AI covering all it's aspects.	This course gave me a overall view about AI covering all it's aspects.	By Yash A C	en
3967	Jul 03, 2020	5	ai-for-everyone	The instructor prepared well for this course. It is concise and clear.	The instructor prepared well for this course. It is concise and clear.	By Jingna Z	en
3968	Jun 30, 2020	5	ai-for-everyone	This course was extremely helpful, especially for beginners, Thank you 	This course was extremely helpful, especially for beginners, Thank you	By Rositsa A A	en
3969	Jun 30, 2020	5	ai-for-everyone	well explained, looking for more on coursera hope AI will recommend me	well explained, looking for more on coursera hope AI will recommend me	By Athar S	en
3970	Jun 27, 2020	5	ai-for-everyone	You should opt for this course to rectify the misconceptions about AI. 	You should opt for this course to rectify the misconceptions about AI.	By ADITYA P	en
3971	Jun 22, 2020	5	ai-for-everyone	Great intro for people wanting to start in this field from an AI Icon!	Great intro for people wanting to start in this field from an AI Icon!	By Frank R	en
3972	Jun 16, 2020	5	ai-for-everyone	Gud knowledge about the AI by using this online course in Ur courseara	Gud knowledge about the AI by using this online course in Ur courseara	By raghavendra k k	en
3973	Jun 06, 2020	5	ai-for-everyone	its my pleasure for doing such a nyc and easily understandable course.	its my pleasure for doing such a nyc and easily understandable course.	By Telidevara S N R	en
3974	May 24, 2020	5	ai-for-everyone	Love it! thanks for this course I learn exactly what i was looking for	Love it! thanks for this course I learn exactly what i was looking for	By Chiara M	en
3975	May 13, 2020	5	ai-for-everyone	Teaching is awesome .way of the teaching I felt very closely touching!	Teaching is awesome .way of the teaching I felt very closely touching!	By Vikas	en
3976	May 05, 2020	5	ai-for-everyone	This is indeed a course if you really want to start understanding AI .	This is indeed a course if you really want to start understanding AI .	By Irfan A	en
3977	May 02, 2020	5	ai-for-everyone	make videos in a pdf format then we can read again when we have quiers 	make videos in a pdf format then we can read again when we have quiers	By Laveti S	en
3978	Apr 30, 2020	5	ai-for-everyone	Its interesting to learning this courses.thank you sir for this course	Its interesting to learning this courses.thank you sir for this course	By Reshma P	en
3979	Apr 28, 2020	5	ai-for-everyone	GOT AN OVERVIEW OF CURRENT ARTIFICAL INTELLIGENCE AND ITS ADVERSE USES	GOT AN OVERVIEW OF CURRENT ARTIFICAL INTELLIGENCE AND ITS ADVERSE USES	By KUKKADAPU P	en
3980	Apr 21, 2020	5	ai-for-everyone	Love this topic course and the way of conveying concepts were awesome.	Love this topic course and the way of conveying concepts were awesome.	By Hari S D	en
3981	Apr 19, 2020	5	ai-for-everyone	Very interesting A I skills and most wonderful speaker seen in my life	Very interesting A I skills and most wonderful speaker seen in my life	By B V R	en
